is_weekend,start_station,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1,11,2.8,1.4,2.8,2.8,1.4,0.0,1.4,1.4,0.0,1.4,1.4,2.8,2.8,1.4,4.199999999999999,2.8,4.199999999999999,4.199999999999999,2.8,2.8,1.4,4.199999999999999,2.8,2.8
1,12,16.799999999999997,19.599999999999998,14.0,5.6,11.2,4.199999999999999,2.8,5.6,5.6,7.0,15.399999999999999,11.2,14.0,21.0,15.399999999999999,15.399999999999999,16.799999999999997,23.799999999999997,14.0,12.6,11.2,12.6,12.6,9.799999999999999
1,13,1.4,2.8,1.4,2.8,1.4,1.4,0.0,0.0,1.4,0.0,2.8,1.4,1.4,2.8,2.8,1.4,5.6,2.8,1.4,1.4,2.8,1.4,1.4,1.4
1,14,16.799999999999997,15.399999999999999,12.6,7.0,5.6,2.8,4.199999999999999,4.199999999999999,4.199999999999999,7.0,9.799999999999999,14.0,19.599999999999998,23.799999999999997,19.599999999999998,22.4,21.0,19.599999999999998,18.2,11.2,16.799999999999997,14.0,9.799999999999999,12.6
1,15,5.6,8.399999999999999,5.6,5.6,2.8,4.199999999999999,2.8,2.8,2.8,5.6,9.799999999999999,4.199999999999999,5.6,12.6,12.6,14.0,22.4,16.799999999999997,5.6,18.2,43.4,50.4,46.199999999999996,21.0
1,16,2.8,4.199999999999999,1.4,2.8,2.8,1.4,1.4,1.4,1.4,1.4,1.4,2.8,2.8,2.8,2.8,2.8,4.199999999999999,1.4,4.199999999999999,2.8,1.4,1.4,1.4,2.8
1,17,2.8,2.8,2.8,1.4,2.8,2.8,1.4,1.4,2.8,5.6,2.8,1.4,1.4,2.8,1.4,2.8,4.199999999999999,2.8,2.8,2.8,1.4,1.4,4.199999999999999,1.4
1,18,1.4,1.4,1.4,1.4,0.0,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,2.8,2.8,1.4,1.4,1.4,1.4,1.4
1,19,8.399999999999999,9.799999999999999,11.2,8.399999999999999,5.6,1.4,2.8,2.8,2.8,4.199999999999999,5.6,4.199999999999999,5.6,7.0,9.799999999999999,7.0,14.0,9.799999999999999,8.399999999999999,7.0,7.0,12.6,7.0,11.2
1,20,2.8,2.8,1.4,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.8,1.4,1.4,2.8,1.4,1.4,1.4,1.4,4.199999999999999,1.4
1,21,15.399999999999999,12.6,11.2,8.399999999999999,5.6,4.199999999999999,4.199999999999999,5.6,4.199999999999999,8.399999999999999,11.2,12.6,23.799999999999997,25.2,28.0,25.2,25.2,22.4,15.399999999999999,16.799999999999997,15.399999999999999,12.6,14.0,11.2
1,22,1.4,4.199999999999999,2.8,5.6,2.8,2.8,1.4,1.4,1.4,1.4,1.4,1.4,4.199999999999999,4.199999999999999,2.8,4.199999999999999,1.4,1.4,4.199999999999999,2.8,1.4,5.6,4.199999999999999,1.4
1,23,14.0,5.6,9.799999999999999,5.6,4.199999999999999,1.4,7.0,2.8,4.199999999999999,8.399999999999999,5.6,7.0,22.4,14.0,9.799999999999999,16.799999999999997,14.0,15.399999999999999,21.0,12.6,7.0,8.399999999999999,9.799999999999999,8.399999999999999
1,24,4.199999999999999,2.8,4.199999999999999,7.0,2.8,2.8,1.4,7.0,1.4,2.8,4.199999999999999,4.199999999999999,11.2,11.2,9.799999999999999,7.0,12.6,8.399999999999999,9.799999999999999,11.2,7.0,9.799999999999999,14.0,15.399999999999999
1,25,7.0,9.799999999999999,7.0,5.6,7.0,2.8,4.199999999999999,2.8,4.199999999999999,4.199999999999999,8.399999999999999,5.6,15.399999999999999,11.2,14.0,14.0,11.2,18.2,9.799999999999999,8.399999999999999,5.6,9.799999999999999,5.6,8.399999999999999
1,26,4.199999999999999,5.6,5.6,5.6,1.4,2.8,4.199999999999999,2.8,5.6,5.6,8.399999999999999,9.799999999999999,11.2,15.399999999999999,18.2,15.399999999999999,16.799999999999997,19.599999999999998,12.6,11.2,7.0,8.399999999999999,5.6,4.199999999999999
1,27,11.2,12.6,8.399999999999999,5.6,1.4,4.199999999999999,5.6,7.0,5.6,12.6,8.399999999999999,21.0,18.2,30.799999999999997,21.0,23.799999999999997,25.2,22.4,21.0,22.4,18.2,14.0,11.2,9.799999999999999
